"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"6756010","BUENOS AIRES","San Isidro","San Isidro","1000","1.004"
"6756010","BUENOS AIRES","San Isidro","San Isidro","226,5","36"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","0","3"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","1","11"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","2","1"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","3","14"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","5","2"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","6","18"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","8","10"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","10","47"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","15","4"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","20","15"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","30","9"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","3,5","8"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","50","1.605"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","0,75","1"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","99","63"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","100","3.899"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","200","12"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","300","3.696"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","499","1.783"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","500","331"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","600","169"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","999","120"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","1000","312"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","226,5","23"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","0","17"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","1","8"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","2","8"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","3","46"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","0,5","1"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","5","53"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","6","1.009"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","10","138"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","20","1"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","30","95"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","46","12"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","50","651"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","0,51","1"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","99","1"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","100","3.091"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","101","170"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","200","37"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","300","8.573"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","301","8"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","302","310"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","400","67"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","500","436"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","600","721"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","700","19"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","800","158"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","940","581"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","1000","86"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","226,5","75"
"6760010","BUENOS AIRES","San Miguel","Campo De Mayo","0,5","1"
"6760010","BUENOS AIRES","San Miguel","Campo De Mayo","226,5","13"
"6760010","BUENOS AIRES","San Miguel","Muñiz","1","2"
"6760010","BUENOS AIRES","San Miguel","Muñiz","6","1"
"6760010","BUENOS AIRES","San Miguel","Muñiz","10","2"
"6760010","BUENOS AIRES","San Miguel","Muñiz","30","9"
"6760010","BUENOS AIRES","San Miguel","Muñiz","46","2"
"6760010","BUENOS AIRES","San Miguel","Muñiz","50","109"
"6760010","BUENOS AIRES","San Miguel","Muñiz","100","1.497"
"6760010","BUENOS AIRES","San Miguel","Muñiz","101","31"
"6760010","BUENOS AIRES","San Miguel","Muñiz","200","6"
"6760010","BUENOS AIRES","San Miguel","Muñiz","300","3.366"
"6760010","BUENOS AIRES","San Miguel","Muñiz","302","117"
"6760010","BUENOS AIRES","San Miguel","Muñiz","400","6"
"6760010","BUENOS AIRES","San Miguel","Muñiz","500","256"
"6760010","BUENOS AIRES","San Miguel","Muñiz","600","212"
"6760010","BUENOS AIRES","San Miguel","Muñiz","700","1"
"6760010","BUENOS AIRES","San Miguel","Muñiz","800","53"
"6760010","BUENOS AIRES","San Miguel","Muñiz","940","174"
"6760010","BUENOS AIRES","San Miguel","Muñiz","1000","76"
"6760010","BUENOS AIRES","San Miguel","Muñiz","226,5","48"
"6760010","BUENOS AIRES","San Miguel","San Miguel","0","353"
"6760010","BUENOS AIRES","San Miguel","San Miguel","1","14"
"6760010","BUENOS AIRES","San Miguel","San Miguel","2","1.570"
"6760010","BUENOS AIRES","San Miguel","San Miguel","3","727"
"6760010","BUENOS AIRES","San Miguel","San Miguel","0,5","1"
"6760010","BUENOS AIRES","San Miguel","San Miguel","5","253"
"6760010","BUENOS AIRES","San Miguel","San Miguel","6","3.553"
"6760010","BUENOS AIRES","San Miguel","San Miguel","10","11.366"
"6760010","BUENOS AIRES","San Miguel","San Miguel","15","3"
"6760010","BUENOS AIRES","San Miguel","San Miguel","20","45.509"
"6760010","BUENOS AIRES","San Miguel","San Miguel","30","7.483"
"6760010","BUENOS AIRES","San Miguel","San Miguel","46","13"
"6760010","BUENOS AIRES","San Miguel","San Miguel","50","3.372"
"6760010","BUENOS AIRES","San Miguel","San Miguel","0,51","2"
"6760010","BUENOS AIRES","San Miguel","San Miguel","99","1"
"6760010","BUENOS AIRES","San Miguel","San Miguel","100","5.159"
"6760010","BUENOS AIRES","San Miguel","San Miguel","101","181"
"6760010","BUENOS AIRES","San Miguel","San Miguel","200","58"
"6760010","BUENOS AIRES","San Miguel","San Miguel","300","13.943"
"6760010","BUENOS AIRES","San Miguel","San Miguel","301","4"
"6760010","BUENOS AIRES","San Miguel","San Miguel","302","426"
"6760010","BUENOS AIRES","San Miguel","San Miguel","400","206"
"6760010","BUENOS AIRES","San Miguel","San Miguel","499","48"
"6760010","BUENOS AIRES","San Miguel","San Miguel","500","732"
"6760010","BUENOS AIRES","San Miguel","San Miguel","600","1.112"
"6760010","BUENOS AIRES","San Miguel","San Miguel","700","26"
"6760010","BUENOS AIRES","San Miguel","San Miguel","800","248"
"6760010","BUENOS AIRES","San Miguel","San Miguel","940","945"
"6760010","BUENOS AIRES","San Miguel","San Miguel","999","3"
"6760010","BUENOS AIRES","San Miguel","San Miguel","1000","168"
"6760010","BUENOS AIRES","San Miguel","San Miguel","226,5","23"
"6763010","BUENOS AIRES","San Nicolás","Campos Salles","226,5","1"
"6763010","BUENOS AIRES","San Nicolás","Conesa","0","1"
"6763010","BUENOS AIRES","San Nicolás","Conesa","1","536"
"6763010","BUENOS AIRES","San Nicolás","Conesa","5","134"
"6763010","BUENOS AIRES","San Nicolás","Conesa","10","49"
"6763010","BUENOS AIRES","San Nicolás","Conesa","50","1.402"
"6763010","BUENOS AIRES","San Nicolás","Conesa","0,51","1"
"6763010","BUENOS AIRES","San Nicolás","Conesa","226,5","5"
"6763020","BUENOS AIRES","San Nicolás","Erézcano","1","108"
"6763020","BUENOS AIRES","San Nicolás","Erézcano","226,5","3"
"6763030","BUENOS AIRES","San Nicolás","General Rojo","0","2"
"6763030","BUENOS AIRES","San Nicolás","General Rojo","10","598"
"6763030","BUENOS AIRES","San Nicolás","General Rojo","226,5","5"
"6763040","BUENOS AIRES","San Nicolás","La Emilia","226,5","4"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","0","6"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","1","40"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","2","1"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","3","147"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","4","36"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","5","1"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","6","618"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","8","14"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","10","1.607"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","15","363"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","20","453"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","25","3"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","30","55"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","3,5","2"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","50","6.064"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","0,51","1"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","0,75","1"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","100","14.279"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","300","13.327"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","500","517"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","600","377"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","999","1"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","1000","112"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","226,5","224"
"6763010","BUENOS AIRES","San Nicolás","Villa Canto","226,5","2"
"6763060","BUENOS AIRES","San Nicolás","Villa Esperanza","226,5","21"
"6763010","BUENOS AIRES","San Nicolás","Villa Riccio","226,5","7"
"6770010","BUENOS AIRES","San Pedro","Gobernador Castro","226,5","20"
"6770015","BUENOS AIRES","San Pedro","Ingeniero Moneta","15","15"
"6770015","BUENOS AIRES","San Pedro","Ingeniero Moneta","226,5","6"
"6770020","BUENOS AIRES","San Pedro","Obligado","226,5","7"
"6770030","BUENOS AIRES","San Pedro","Pueblo Doyle","15","8"
"6770030","BUENOS AIRES","San Pedro","Pueblo Doyle","226,5","14"
"6770040","BUENOS AIRES","San Pedro","Río Tala","0","237"
"6770040","BUENOS AIRES","San Pedro","Río Tala","20","26"
"6770040","BUENOS AIRES","San Pedro","Río Tala","25","8"
"6770040","BUENOS AIRES","San Pedro","Río Tala","35","3"
"6770040","BUENOS AIRES","San Pedro","Río Tala","226,5","30"
"6770050","BUENOS AIRES","San Pedro","San Pedro","1","450"
"6770050","BUENOS AIRES","San Pedro","San Pedro","2","6"
"6770050","BUENOS AIRES","San Pedro","San Pedro","3","292"
"6770050","BUENOS AIRES","San Pedro","San Pedro","0,5","2"
"6770050","BUENOS AIRES","San Pedro","San Pedro","5","1"
"6770050","BUENOS AIRES","San Pedro","San Pedro","6","125"
"6770050","BUENOS AIRES","San Pedro","San Pedro","8","1"
"6770050","BUENOS AIRES","San Pedro","San Pedro","10","130"
"6770050","BUENOS AIRES","San Pedro","San Pedro","15","140"
"6770050","BUENOS AIRES","San Pedro","San Pedro","20","6"
"6770050","BUENOS AIRES","San Pedro","San Pedro","30","2"
"6770050","BUENOS AIRES","San Pedro","San Pedro","50","848"
"6770050","BUENOS AIRES","San Pedro","San Pedro","0,51","46"
"6770050","BUENOS AIRES","San Pedro","San Pedro","0,75","1"
"6770050","BUENOS AIRES","San Pedro","San Pedro","100","9.870"
"6770050","BUENOS AIRES","San Pedro","San Pedro","120","75"
"6770050","BUENOS AIRES","San Pedro","San Pedro","200","1.823"
"6770050","BUENOS AIRES","San Pedro","San Pedro","250","85"
"6770050","BUENOS AIRES","San Pedro","San Pedro","300","3.036"
"6770050","BUENOS AIRES","San Pedro","San Pedro","500","60"
"6770050","BUENOS AIRES","San Pedro","San Pedro","1000","30"
"6770050","BUENOS AIRES","San Pedro","San Pedro","226,5","92"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","0","9"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","3","205"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","0,5","1"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","6","245"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","10","200"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","20","7"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","30","4"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","0,51","1"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","226,5","31"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","0","1"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","1","1"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","3","180"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","5","123"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","6","1"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","7","21"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","10","10"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","45","13"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","46","2"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","50","120"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","99","52"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","100","1.688"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","101","40"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","200","39"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","300","5.764"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","301","1"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","302","81"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","400","33"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","499","1.708"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","500","253"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","600","698"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","700","32"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","800","183"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","940","419"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","999","98"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","1000","134"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","226,5","249"
"6778020","BUENOS AIRES","San Vicente","Domselaar","3","29"
"6778020","BUENOS AIRES","San Vicente","Domselaar","5","22"
"6778020","BUENOS AIRES","San Vicente","Domselaar","10","1"
"6778020","BUENOS AIRES","San Vicente","Domselaar","48","619"
"6778020","BUENOS AIRES","San Vicente","Domselaar","80","1.110"
"6778020","BUENOS AIRES","San Vicente","Domselaar","226,5","79"
"6778020","BUENOS AIRES","San Vicente","San Vicente","0","7"
"6778020","BUENOS AIRES","San Vicente","San Vicente","3","114"
"6778020","BUENOS AIRES","San Vicente","San Vicente","5","81"
"6778020","BUENOS AIRES","San Vicente","San Vicente","6","1"
"6778020","BUENOS AIRES","San Vicente","San Vicente","7","29"
"6778020","BUENOS AIRES","San Vicente","San Vicente","10","9"
"6778020","BUENOS AIRES","San Vicente","San Vicente","15","85"
"6778020","BUENOS AIRES","San Vicente","San Vicente","20","59"
"6778020","BUENOS AIRES","San Vicente","San Vicente","30","33"
"6778020","BUENOS AIRES","San Vicente","San Vicente","50","60"
"6778020","BUENOS AIRES","San Vicente","San Vicente","99","71"
"6778020","BUENOS AIRES","San Vicente","San Vicente","100","1.029"
"6778020","BUENOS AIRES","San Vicente","San Vicente","101","2"
"6778020","BUENOS AIRES","San Vicente","San Vicente","200","15"
"6778020","BUENOS AIRES","San Vicente","San Vicente","300","3.572"
"6778020","BUENOS AIRES","San Vicente","San Vicente","301","1"
"6778020","BUENOS AIRES","San Vicente","San Vicente","302","41"
"6778020","BUENOS AIRES","San Vicente","San Vicente","400","28"
"6778020","BUENOS AIRES","San Vicente","San Vicente","499","1.598"
"6778020","BUENOS AIRES","San Vicente","San Vicente","500","177"
"6778020","BUENOS AIRES","San Vicente","San Vicente","600","555"
"6778020","BUENOS AIRES","San Vicente","San Vicente","700","10"
"6778020","BUENOS AIRES","San Vicente","San Vicente","800","70"
"6778020","BUENOS AIRES","San Vicente","San Vicente","940","385"
"6778020","BUENOS AIRES","San Vicente","San Vicente","999","89"
"6778020","BUENOS AIRES","San Vicente","San Vicente","1000","167"
"6778020","BUENOS AIRES","San Vicente","San Vicente","226,5","315"
"6784010","BUENOS AIRES","Suipacha","General Rivas","3","134"
"6784010","BUENOS AIRES","Suipacha","General Rivas","5","56"
"6784010","BUENOS AIRES","Suipacha","General Rivas","7","29"
"6784010","BUENOS AIRES","Suipacha","General Rivas","30","6"
"6784010","BUENOS AIRES","Suipacha","General Rivas","226,5","11"
"6784020","BUENOS AIRES","Suipacha","Suipacha","0","36"
"6784020","BUENOS AIRES","Suipacha","Suipacha","1","1"
"6784020","BUENOS AIRES","Suipacha","Suipacha","3","5"
"6784020","BUENOS AIRES","Suipacha","Suipacha","5","3"
"6784020","BUENOS AIRES","Suipacha","Suipacha","6","1.832"
"6784020","BUENOS AIRES","Suipacha","Suipacha","7","132"
"6784020","BUENOS AIRES","Suipacha","Suipacha","9","50"
"6784020","BUENOS AIRES","Suipacha","Suipacha","10","39"
"6784020","BUENOS AIRES","Suipacha","Suipacha","12","38"
"6784020","BUENOS AIRES","Suipacha","Suipacha","14","1"
"6784020","BUENOS AIRES","Suipacha","Suipacha","15","1.473"
"6784020","BUENOS AIRES","Suipacha","Suipacha","30","254"
"6784020","BUENOS AIRES","Suipacha","Suipacha","50","109"
"6784020","BUENOS AIRES","Suipacha","Suipacha","226,5","34"
"6791010","BUENOS AIRES","Tandil","De la Canal","0","5"
"6791010","BUENOS AIRES","Tandil","De la Canal","1","10"
"6791010","BUENOS AIRES","Tandil","De la Canal","6","11"
"6791010","BUENOS AIRES","Tandil","De la Canal","10","1"
"6791010","BUENOS AIRES","Tandil","De la Canal","12","6"
"6791010","BUENOS AIRES","Tandil","De la Canal","25","1"
"6791010","BUENOS AIRES","Tandil","De la Canal","226,5","13"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","6","6"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","12","6"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","25","1"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","50","1"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","226,5","60"
"6791030","BUENOS AIRES","Tandil","Gardey","0","35"
"6791030","BUENOS AIRES","Tandil","Gardey","1","5"
"6791030","BUENOS AIRES","Tandil","Gardey","2","15"
"6791030","BUENOS AIRES","Tandil","Gardey","3","22"
"6791030","BUENOS AIRES","Tandil","Gardey","4","107"
"6791030","BUENOS AIRES","Tandil","Gardey","6","8"
"6791030","BUENOS AIRES","Tandil","Gardey","8","86"
"6791030","BUENOS AIRES","Tandil","Gardey","10","6"
"6791030","BUENOS AIRES","Tandil","Gardey","12","67"
"6791030","BUENOS AIRES","Tandil","Gardey","20","1"
"6791030","BUENOS AIRES","Tandil","Gardey","25","3"
"6791030","BUENOS AIRES","Tandil","Gardey","30","2"
"6791030","BUENOS AIRES","Tandil","Gardey","50","3"
"6791030","BUENOS AIRES","Tandil","Gardey","226,5","26"
"6791040","BUENOS AIRES","Tandil","María Ignacia  (Est. Vela)","5","4"
"6791040","BUENOS AIRES","Tandil","María Ignacia  (Est. Vela)","10","283"
