"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"22084040","CHACO","Libertador General San Martín","Laguna Limpia","WIRELESS","89"
"22084050","CHACO","Libertador General San Martín","Pampa Almirón","FIBRA OPTICA","33"
"22084050","CHACO","Libertador General San Martín","Pampa Almirón","SATELITAL","7"
"22084050","CHACO","Libertador General San Martín","Pampa Almirón","WIRELESS","50"
"22084060","CHACO","Libertador General San Martín","Pampa del Indio","FIBRA OPTICA","33"
"22084060","CHACO","Libertador General San Martín","Pampa del Indio","SATELITAL","29"
"22084060","CHACO","Libertador General San Martín","Pampa del Indio","WIRELESS","742"
"22084070","CHACO","Libertador General San Martín","Presidencia Roca","FIBRA OPTICA","514"
"22084070","CHACO","Libertador General San Martín","Presidencia Roca","SATELITAL","10"
"22084070","CHACO","Libertador General San Martín","Presidencia Roca","WIRELESS","46"
"22084080","CHACO","Libertador General San Martín","Selvas del Río de Oro","SATELITAL","9"
"22091010","CHACO","Maipú","Tres Isletas","ADSL","142"
"22091010","CHACO","Maipú","Tres Isletas","SATELITAL","111"
"22091010","CHACO","Maipú","Tres Isletas","WIRELESS","39"
"22098010","CHACO","Mayor Luis J. Fontana","Coronel Du Graty","ADSL","66"
"22098010","CHACO","Mayor Luis J. Fontana","Coronel Du Graty","CABLEMODEM","73"
"22098010","CHACO","Mayor Luis J. Fontana","Coronel Du Graty","FIBRA OPTICA","580"
"22098010","CHACO","Mayor Luis J. Fontana","Coronel Du Graty","SATELITAL","56"
"22098010","CHACO","Mayor Luis J. Fontana","Coronel Du Graty","WIRELESS","625"
"22098020","CHACO","Mayor Luis J. Fontana","Enrique Urién","FIBRA OPTICA","41"
"22098020","CHACO","Mayor Luis J. Fontana","Enrique Urién","SATELITAL","20"
"22098030","CHACO","Mayor Luis J. Fontana","Villa Angela","ADSL","179"
"22098030","CHACO","Mayor Luis J. Fontana","Villa Angela","CABLEMODEM","21"
"22098030","CHACO","Mayor Luis J. Fontana","Villa Angela","FIBRA OPTICA","6.257"
"22098030","CHACO","Mayor Luis J. Fontana","Villa Angela","SATELITAL","60"
"22098030","CHACO","Mayor Luis J. Fontana","Villa Angela","WIRELESS","366"
"22112010","CHACO","O Higgins","La Clotilde","CABLEMODEM","32"
"22112010","CHACO","O Higgins","La Clotilde","FIBRA OPTICA","99"
"22112010","CHACO","O Higgins","La Clotilde","Otros","116"
"22112010","CHACO","O Higgins","La Clotilde","SATELITAL","18"
"22112010","CHACO","O Higgins","La Clotilde","WIRELESS","112"
"22112020","CHACO","O Higgins","La Tigra","Otros","252"
"22112020","CHACO","O Higgins","La Tigra","SATELITAL","6"
"22112030","CHACO","O Higgins","San Bernardo","ADSL","147"
"22112030","CHACO","O Higgins","San Bernardo","FIBRA OPTICA","36"
"22112030","CHACO","O Higgins","San Bernardo","Otros","38"
"22112030","CHACO","O Higgins","San Bernardo","SATELITAL","28"
"0","CHACO","OTROS","Otros","Otros","24"
"22119010","CHACO","Presidencia de la Plaza","Presidencia de la Plaza","ADSL","85"
"22119010","CHACO","Presidencia de la Plaza","Presidencia de la Plaza","CABLEMODEM","659"
"22119010","CHACO","Presidencia de la Plaza","Presidencia de la Plaza","FIBRA OPTICA","155"
"22119010","CHACO","Presidencia de la Plaza","Presidencia de la Plaza","SATELITAL","36"
"22119010","CHACO","Presidencia de la Plaza","Presidencia de la Plaza","WIRELESS","1"
"22133010","CHACO","Quitilipi","Quitilipi","ADSL","276"
"22133010","CHACO","Quitilipi","Quitilipi","FIBRA OPTICA","91"
"22133010","CHACO","Quitilipi","Quitilipi","SATELITAL","43"
"22133010","CHACO","Quitilipi","Quitilipi","WIRELESS","124"
"22133020","CHACO","Quitilipi","Villa El Palmar","SATELITAL","41"
"22133020","CHACO","Quitilipi","Villa El Palmar","WIRELESS","89"
"22140010","CHACO","San Fernando","Barranqueras","ADSL","115"
"22140010","CHACO","San Fernando","Barranqueras","CABLEMODEM","3.492"
"22140010","CHACO","San Fernando","Barranqueras","FIBRA OPTICA","3.722"
"22140010","CHACO","San Fernando","Barranqueras","SATELITAL","60"
"22140010","CHACO","San Fernando","Barranqueras","WIRELESS","15"
"22140020","CHACO","San Fernando","Basail","ADSL","57"
"22140020","CHACO","San Fernando","Basail","CABLEMODEM","67"
"22140020","CHACO","San Fernando","Basail","SATELITAL","32"
"22140020","CHACO","San Fernando","Basail","WIRELESS","110"
"22140030","CHACO","San Fernando","Colonia Baranda","SATELITAL","4"
"22140040","CHACO","San Fernando","Fontana","FIBRA OPTICA","9.252"
"22140040","CHACO","San Fernando","Fontana","SATELITAL","66"
"22140040","CHACO","San Fernando","Fontana","WIRELESS","225"
"0","CHACO","San Fernando","OTROS","SATELITAL","3"
"22140050","CHACO","San Fernando","Puerto Vilelas","FIBRA OPTICA","35"
"22140050","CHACO","San Fernando","Puerto Vilelas","SATELITAL","12"
"22140050","CHACO","San Fernando","Puerto Vilelas","WIRELESS","1"
"22140060","CHACO","San Fernando","Resistencia","ADSL","1.374"
"22140060","CHACO","San Fernando","Resistencia","CABLEMODEM","48.607"
"22140060","CHACO","San Fernando","Resistencia","DIAL UP","5"
"22140060","CHACO","San Fernando","Resistencia","FIBRA OPTICA","44.325"
"22140060","CHACO","San Fernando","Resistencia","Otros","1"
"22140060","CHACO","San Fernando","Resistencia","SATELITAL","400"
"22140060","CHACO","San Fernando","Resistencia","WIRELESS","93"
"22147010","CHACO","San Lorenzo","Samuhú","SATELITAL","6"
"22147020","CHACO","San Lorenzo","Villa Berthet","FIBRA OPTICA","706"
"22147020","CHACO","San Lorenzo","Villa Berthet","SATELITAL","39"
"22147020","CHACO","San Lorenzo","Villa Berthet","WIRELESS","351"
"22154010","CHACO","Sargento Cabral","Capitán Solari","FIBRA OPTICA","86"
"22154010","CHACO","Sargento Cabral","Capitán Solari","SATELITAL","1"
"22154020","CHACO","Sargento Cabral","Colonia Elisa","SATELITAL","11"
"22154030","CHACO","Sargento Cabral","Colonias Unidas","FIBRA OPTICA","394"
"22154030","CHACO","Sargento Cabral","Colonias Unidas","SATELITAL","4"
"22154030","CHACO","Sargento Cabral","Colonias Unidas","WIRELESS","15"
"22154040","CHACO","Sargento Cabral","Ingeniero Barbet","SATELITAL","1"
"22154050","CHACO","Sargento Cabral","Las Garcitas","SATELITAL","7"
"22154050","CHACO","Sargento Cabral","Las Garcitas","WIRELESS","101"
"22161010","CHACO","Tapenagá","Charadai","FIBRA OPTICA","35"
"22161010","CHACO","Tapenagá","Charadai","SATELITAL","10"
"22161020","CHACO","Tapenagá","Cote Lai","SATELITAL","9"
"22161030","CHACO","Tapenagá","Haumonía","SATELITAL","11"
"22161040","CHACO","Tapenagá","Horquilla","SATELITAL","2"
"22161050","CHACO","Tapenagá","La Sabana","SATELITAL","4"
"26007010","CHUBUT","Biedma","Arroyo Verde","SATELITAL","6"
"26007020","CHUBUT","Biedma","Puerto Madryn","ADSL","833"
"26007020","CHUBUT","Biedma","Puerto Madryn","CABLEMODEM","16.678"
"26007020","CHUBUT","Biedma","Puerto Madryn","DIAL UP","173"
"26007020","CHUBUT","Biedma","Puerto Madryn","FIBRA OPTICA","15.138"
"26007020","CHUBUT","Biedma","Puerto Madryn","Otros","5.813"
"26007020","CHUBUT","Biedma","Puerto Madryn","SATELITAL","367"
"26007020","CHUBUT","Biedma","Puerto Madryn","WIRELESS","2.756"
"26007030","CHUBUT","Biedma","Puerto Pirámide","SATELITAL","53"
"26007030","CHUBUT","Biedma","Puerto Pirámide","WIRELESS","106"
"26007040","CHUBUT","Biedma","Quinta El Mirador","SATELITAL","110"
"26007040","CHUBUT","Biedma","Quinta El Mirador","WIRELESS","22"
"26007050","CHUBUT","Biedma","Reserva Area Protegida El Doradillo","SATELITAL","49"
"26007050","CHUBUT","Biedma","Reserva Area Protegida El Doradillo","WIRELESS","127"
"26014010","CHUBUT","Cushamen","Buenos Aires Chico","SATELITAL","18"
"26014020","CHUBUT","Cushamen","Cholila","DIAL UP","1"
"26014020","CHUBUT","Cushamen","Cholila","SATELITAL","176"
"26014025","CHUBUT","Cushamen","Costa del Chubut","SATELITAL","9"
"26014030","CHUBUT","Cushamen","Cushamen Centro","SATELITAL","35"
"26014040","CHUBUT","Cushamen","El Hoyo","ADSL","98"
"26014040","CHUBUT","Cushamen","El Hoyo","FIBRA OPTICA","851"
"26014040","CHUBUT","Cushamen","El Hoyo","SATELITAL","254"
"26014040","CHUBUT","Cushamen","El Hoyo","WIRELESS","609"
"26014050","CHUBUT","Cushamen","El Maitén","SATELITAL","137"
"26014060","CHUBUT","Cushamen","Epuyén","ADSL","1.184"
"26014060","CHUBUT","Cushamen","Epuyén","SATELITAL","79"
"26014065","CHUBUT","Cushamen","Fofo Cahuel","SATELITAL","5"
"26014070","CHUBUT","Cushamen","Gualjaina","SATELITAL","52"
"26014080","CHUBUT","Cushamen","Lago Epuyén","SATELITAL","33"
"26014090","CHUBUT","Cushamen","Lago Puelo","ADSL","203"
"26014090","CHUBUT","Cushamen","Lago Puelo","FIBRA OPTICA","189"
"26014090","CHUBUT","Cushamen","Lago Puelo","SATELITAL","620"
"26014090","CHUBUT","Cushamen","Lago Puelo","WIRELESS","673"
"26014100","CHUBUT","Cushamen","Leleque","SATELITAL","19"
"26021020","CHUBUT","Escalante","Acceso Norte","SATELITAL","31"
"26021010","CHUBUT","Escalante","Astra","SATELITAL","21"
"26021020","CHUBUT","Escalante","Bahía Bustamante","SATELITAL","5"
"26021020","CHUBUT","Escalante","Barrio 25 De Mayo","SATELITAL","45"
"26021020","CHUBUT","Escalante","Barrio Caleta Cordova","SATELITAL","7"
"26021020","CHUBUT","Escalante","Barrio Caleta Olivares","SATELITAL","5"
"26021020","CHUBUT","Escalante","Barrio Castelli","SATELITAL","25"
"26021020","CHUBUT","Escalante","Barrio Ciudadela","SATELITAL","4"
"26021020","CHUBUT","Escalante","Barrio Gasoducto","SATELITAL","6"
"26021020","CHUBUT","Escalante","Barrio Guemes","SATELITAL","5"
"26021020","CHUBUT","Escalante","Barrio Laprida","SATELITAL","16"
"26021020","CHUBUT","Escalante","Barrio Manantial Rosales","SATELITAL","21"
"26021020","CHUBUT","Escalante","Barrio Militar - Aeropuerto Militar","SATELITAL","3"
"26021020","CHUBUT","Escalante","Barrio Prospero Palazzo","SATELITAL","16"
"26021020","CHUBUT","Escalante","Barrio Restinga Ali","SATELITAL","21"
"26021020","CHUBUT","Escalante","Barrio Rodriguez Peña","SATELITAL","5"
"26021020","CHUBUT","Escalante","Barrio Saavedra","SATELITAL","266"
"26021020","CHUBUT","Escalante","Barrio Sarmiento","SATELITAL","18"
"26021020","CHUBUT","Escalante","Barrio Villa S.U.P.E.","SATELITAL","18"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","ADSL","6.016"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","CABLEMODEM","17.273"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","DIAL UP","207"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","FIBRA OPTICA","15.542"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","Otros","75"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","SATELITAL","490"
"26021030","CHUBUT","Escalante","Comodoro Rivadavia","WIRELESS","16.427"
"26021040","CHUBUT","Escalante","Diadema Argentina","SATELITAL","184"
"26021040","CHUBUT","Escalante","Diadema Argentina","WIRELESS","328"
"26021020","CHUBUT","Escalante","KM. 3 - General Mosconi","SATELITAL","23"
"26021020","CHUBUT","Escalante","KM. 5 - Presidente Ortiz","SATELITAL","17"
"26021020","CHUBUT","Escalante","KM. 8 - Don Bosco","SATELITAL","34"
"26021020","CHUBUT","Escalante","Km. 11 - Cuarteles","SATELITAL","12"
"26021050","CHUBUT","Escalante","Rada Tilly","ADSL","604"
"26021050","CHUBUT","Escalante","Rada Tilly","DIAL UP","22"
"26021050","CHUBUT","Escalante","Rada Tilly","FIBRA OPTICA","1.206"
"26021050","CHUBUT","Escalante","Rada Tilly","SATELITAL","411"
"26021050","CHUBUT","Escalante","Rada Tilly","WIRELESS","380"
"26028010","CHUBUT","Florentino Ameghino","Camarones","SATELITAL","34"
"26028010","CHUBUT","Florentino Ameghino","Camarones","WIRELESS","208"
"26028020","CHUBUT","Florentino Ameghino","Garayalde","SATELITAL","8"
"26028020","CHUBUT","Florentino Ameghino","Garayalde","WIRELESS","3"
"26035010","CHUBUT","Futaleufú","Aldea Escolar","SATELITAL","19"
"26035020","CHUBUT","Futaleufú","Corcovado","DIAL UP","1"
"26035020","CHUBUT","Futaleufú","Corcovado","SATELITAL","153"
"26035030","CHUBUT","Futaleufú","Esquel","ADSL","379"
"26035030","CHUBUT","Futaleufú","Esquel","CABLEMODEM","1.711"
"26035030","CHUBUT","Futaleufú","Esquel","DIAL UP","35"
"26035030","CHUBUT","Futaleufú","Esquel","FIBRA OPTICA","4.862"
"26035030","CHUBUT","Futaleufú","Esquel","Otros","1"
"26035030","CHUBUT","Futaleufú","Esquel","SATELITAL","298"
"26035030","CHUBUT","Futaleufú","Esquel","WIRELESS","4.047"
"26035040","CHUBUT","Futaleufú","Lago Rosario","SATELITAL","19"
"26035050","CHUBUT","Futaleufú","Los Cipreses","SATELITAL","25"
"26035060","CHUBUT","Futaleufú","Trevelín","ADSL","316"
"26035060","CHUBUT","Futaleufú","Trevelín","DIAL UP","16"
"26035060","CHUBUT","Futaleufú","Trevelín","SATELITAL","309"
"26035060","CHUBUT","Futaleufú","Trevelín","WIRELESS","1.075"
"26035070","CHUBUT","Futaleufú","Villa Futalaufquen","SATELITAL","42"
"26042040","CHUBUT","Gaiman","28 de Julio","FIBRA OPTICA","12"
"26042040","CHUBUT","Gaiman","28 de Julio","Otros","1"
"26042040","CHUBUT","Gaiman","28 de Julio","SATELITAL","22"
"26042010","CHUBUT","Gaiman","Dique Florentino Ameghino","SATELITAL","12"
"26042020","CHUBUT","Gaiman","Dolavon","DIAL UP","2"
"26042020","CHUBUT","Gaiman","Dolavon","FIBRA OPTICA","55"
"26042020","CHUBUT","Gaiman","Dolavon","Otros","336"
"26042020","CHUBUT","Gaiman","Dolavon","SATELITAL","34"
"26042030","CHUBUT","Gaiman","Gaiman","ADSL","59"
"26042030","CHUBUT","Gaiman","Gaiman","DIAL UP","13"
"26042030","CHUBUT","Gaiman","Gaiman","FIBRA OPTICA","216"
"26042030","CHUBUT","Gaiman","Gaiman","Otros","848"
"26042030","CHUBUT","Gaiman","Gaiman","SATELITAL","90"
"0","CHUBUT","Gaiman","OTROS","SATELITAL","14"
"26049010","CHUBUT","Gastre","Blancuntre","SATELITAL","13"
"26049020","CHUBUT","Gastre","El Escorial","SATELITAL","14"
"26049030","CHUBUT","Gastre","Gastre","SATELITAL","6"
"26049030","CHUBUT","Gastre","Gastre","WIRELESS","147"
"26049040","CHUBUT","Gastre","Lagunita Salada","SATELITAL","12"
"26049040","CHUBUT","Gastre","Lagunita Salada","WIRELESS","38"
"26049050","CHUBUT","Gastre","Yala Laubat","SATELITAL","5"
"26056010","CHUBUT","Languiñeo","Aldea Epulef","SATELITAL","16"
"26056010","CHUBUT","Languiñeo","Aldea Epulef","WIRELESS","8"
"26056020","CHUBUT","Languiñeo","Carrenleufú","SATELITAL","42"
"26056030","CHUBUT","Languiñeo","Colan Conhue","SATELITAL","15"
"26056030","CHUBUT","Languiñeo","Colan Conhue","WIRELESS","8"
"26056040","CHUBUT","Languiñeo","Paso del Sapo","SATELITAL","28"
"26056040","CHUBUT","Languiñeo","Paso del Sapo","WIRELESS","88"
"26056050","CHUBUT","Languiñeo","Tecka","SATELITAL","19"
"26063010","CHUBUT","Mártires","El Mirasol","SATELITAL","5"
"26063020","CHUBUT","Mártires","Las Plumas","SATELITAL","22"
"26070010","CHUBUT","Paso de Indios","Cerro Cóndor","CABLEMODEM","1"
"26070010","CHUBUT","Paso de Indios","Cerro Cóndor","SATELITAL","3"
"26070020","CHUBUT","Paso de Indios","Los Altares","SATELITAL","28"
"26070020","CHUBUT","Paso de Indios","Los Altares","WIRELESS","1"
"26070030","CHUBUT","Paso de Indios","Paso de Indios","SATELITAL","25"
"26077010","CHUBUT","Rawson","Playa Magagna","SATELITAL","13"
"26077010","CHUBUT","Rawson","Playa Magagna","WIRELESS","3"
"26077020","CHUBUT","Rawson","Playa Unión","ADSL","71"
"26077020","CHUBUT","Rawson","Playa Unión","CABLEMODEM","202"
"26077020","CHUBUT","Rawson","Playa Unión","DIAL UP","6"
"26077020","CHUBUT","Rawson","Playa Unión","FIBRA OPTICA","101"
"26077020","CHUBUT","Rawson","Playa Unión","SATELITAL","184"
"26077020","CHUBUT","Rawson","Playa Unión","WIRELESS","421"
"26077030","CHUBUT","Rawson","Rawson","ADSL","166"
"26077030","CHUBUT","Rawson","Rawson","CABLEMODEM","5.086"
"26077030","CHUBUT","Rawson","Rawson","DIAL UP","30"
"26077030","CHUBUT","Rawson","Rawson","FIBRA OPTICA","5.541"
"26077030","CHUBUT","Rawson","Rawson","Otros","300"
"26077030","CHUBUT","Rawson","Rawson","SATELITAL","181"
"26077030","CHUBUT","Rawson","Rawson","WIRELESS","508"
"26077040","CHUBUT","Rawson","Trelew","ADSL","129"
"26077040","CHUBUT","Rawson","Trelew","CABLEMODEM","16.404"
"26077040","CHUBUT","Rawson","Trelew","DIAL UP","256"
"26077040","CHUBUT","Rawson","Trelew","FIBRA OPTICA","23.896"
"26077040","CHUBUT","Rawson","Trelew","Otros","1.421"
"26077040","CHUBUT","Rawson","Trelew","SATELITAL","396"
"26077040","CHUBUT","Rawson","Trelew","WIRELESS","1.289"
"26084010","CHUBUT","Río Senguer","Aldea Apeleg","SATELITAL","22"
"26084010","CHUBUT","Río Senguer","Aldea Apeleg","WIRELESS","1"
"26084020","CHUBUT","Río Senguer","Aldea Beleiro","SATELITAL","14"
"26084030","CHUBUT","Río Senguer","Alto Río Senguer","SATELITAL","27"
"26084030","CHUBUT","Río Senguer","Alto Río Senguer","WIRELESS","1"
"26084040","CHUBUT","Río Senguer","Doctor Ricardo Rojas","SATELITAL","20"
"26084050","CHUBUT","Río Senguer","Facundo","SATELITAL","15"
"26084050","CHUBUT","Río Senguer","Facundo","WIRELESS","41"
"26084060","CHUBUT","Río Senguer","Lago Blanco","SATELITAL","16"
"26084070","CHUBUT","Río Senguer","Río Mayo","ADSL","140"
"26084070","CHUBUT","Río Senguer","Río Mayo","FIBRA OPTICA","4"
"26084070","CHUBUT","Río Senguer","Río Mayo","SATELITAL","50"
"26084070","CHUBUT","Río Senguer","Río Mayo","WIRELESS","621"
"26091010","CHUBUT","Sarmiento","Buen Pasto","SATELITAL","13"
"26091020","CHUBUT","Sarmiento","Sarmiento","ADSL","1.390"
"26091020","CHUBUT","Sarmiento","Sarmiento","CABLEMODEM","1"
"26091020","CHUBUT","Sarmiento","Sarmiento","FIBRA OPTICA","1.233"
"26091020","CHUBUT","Sarmiento","Sarmiento","SATELITAL","354"
"26091020","CHUBUT","Sarmiento","Sarmiento","WIRELESS","521"
"26098010","CHUBUT","Tehuelches","Frontera de Río Pico","SATELITAL","29"
"26098020","CHUBUT","Tehuelches","Gobernador Costa","DIAL UP","1"
"26098020","CHUBUT","Tehuelches","Gobernador Costa","SATELITAL","65"
"26098030","CHUBUT","Tehuelches","José de San Martín","SATELITAL","34"
"26098040","CHUBUT","Tehuelches","Río Pico","SATELITAL","87"
"26105010","CHUBUT","Telsen","Gan Gan","Otros","1"
"26105010","CHUBUT","Telsen","Gan Gan","SATELITAL","22"
"26105010","CHUBUT","Telsen","Gan Gan","WIRELESS","156"
"26105020","CHUBUT","Telsen","Telsen","CABLEMODEM","18"
"26105020","CHUBUT","Telsen","Telsen","SATELITAL","32"
"26105020","CHUBUT","Telsen","Telsen","WIRELESS","104"
"14007010","CORDOBA","Calamuchita","Amboy","SATELITAL","16"
"14007010","CORDOBA","Calamuchita","Amboy","WIRELESS","174"
"14007020","CORDOBA","Calamuchita","Arroyo San Antonio","SATELITAL","17"
"14007030","CORDOBA","Calamuchita","Cañada del Sauce","SATELITAL","43"
"14007040","CORDOBA","Calamuchita","Capilla Vieja","SATELITAL","74"
"14007040","CORDOBA","Calamuchita","Capilla Vieja","WIRELESS","20"
"14007050","CORDOBA","Calamuchita","El Corcovado - El Torreón","ADSL","52"
"14007050","CORDOBA","Calamuchita","El Corcovado - El Torreón","SATELITAL","66"
"14007050","CORDOBA","Calamuchita","El Corcovado - El Torreón","WIRELESS","30"
"14007055","CORDOBA","Calamuchita","El Durazno","SATELITAL","102"
"14007060","CORDOBA","Calamuchita","Embalse","FIBRA OPTICA","1.652"
"14007060","CORDOBA","Calamuchita","Embalse","SATELITAL","98"
"14007060","CORDOBA","Calamuchita","Embalse","WIRELESS","1.910"
"14007070","CORDOBA","Calamuchita","La Cruz","ADSL","7"
"14007070","CORDOBA","Calamuchita","La Cruz","SATELITAL","15"
"14007070","CORDOBA","Calamuchita","La Cruz","WIRELESS","395"
"14007080","CORDOBA","Calamuchita","La Cumbrecita","Otros","1"
"14007080","CORDOBA","Calamuchita","La Cumbrecita","SATELITAL","31"
"14007080","CORDOBA","Calamuchita","La Cumbrecita","WIRELESS","250"
"14007090","CORDOBA","Calamuchita","Las Bajadas","SATELITAL","12"
